Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Epicyon saevus, NorthAmerica, 10.1, 12.1, 43.1, -101.9, 409
Epicyon saevus, NorthAmerica, 10.1, 12.1, 40.1, -100.9, 617
Epicyon saevus, NorthAmerica, 10.1, 12.1, 42.4, -98.2, 408
Epicyon saevus, NorthAmerica, 10.1, 12.1, 43, -102.4, 618
Epicyon saevus, NorthAmerica, 10.1, 12.1, 38.6, -117.8, 552
Epicyon saevus, NorthAmerica, 10.1, 12.1, 38.5, -118.9, 1399
Epicyon saevus, NorthAmerica, 10.1, 12.1, 40.4, -114.4, 1400
Epicyon saevus, NorthAmerica, 10.1, 12.1, 35.4, -117.9, 1175
Epicyon saevus, NorthAmerica, 10.1, 12.5, 35.9, -106, 582
Epicyon saevus, NorthAmerica, 10.1, 12.1, 36, -106.1, 622
Epicyon saevus, NorthAmerica, 10.1, 12.1, 35.1, -100.9, 410
Epicyon saevus, NorthAmerica, 10.3, 13.6, 42.8, -100.8, 1379
Epicyon saevus, NorthAmerica, 10.3, 13.6, 41.5, -103.8, 1401
Epicyon saevus, NorthAmerica, 10.3, 13.6, 44.9, -121.3, 1402
Epicyon saevus, NorthAmerica, 10.6, 12.3, 42.8, -100.8, 628
Epicyon saevus, NorthAmerica, 10.6, 12.3, 35.4, -101.4, 632
Epicyon saevus, NorthAmerica, 10.6, 11.9, 42.4, -103.8, 1403
Epicyon saevus, NorthAmerica, 10.6, 11.8, 42.8, -100.8, 633
Epicyon saevus, NorthAmerica, 11.5, 11.5, 29.6, -82.5, 548
Epicyon saevus, NorthAmerica, 11.5, 11.5, 38.5, -118.3, 1404
Epicyon saevus, NorthAmerica, 11.6, 11.7, 39.5, -118.5, 1405
Epicyon saevus, NorthAmerica, 11.6, 11.6, 42.8, -100.8, 476
Epicyon saevus, NorthAmerica, 11.6, 11.6, 42.7, -100, 639
Epicyon saevus, NorthAmerica, 11.7, 11.7, 36.5, -107, 640
Epicyon saevus, NorthAmerica, 11.7, 13.1, 42.8, -100.8, 1406
Epicyon saevus, NorthAmerica, 11.7, 11.9, 43.2, -100.7, 412
Epicyon saevus, NorthAmerica, 11.7, 11.9, 42.4, -103.8, 477
Epicyon saevus, NorthAmerica, 11.7, 11.8, 42.6, -100, 1385
Epicyon saevus, NorthAmerica, 11.7, 11.7, 42.8, -100.8, 413
Epicyon saevus, NorthAmerica, 11.8, 11.8, 43.2, -101.8, 421
Epicyon saevus, NorthAmerica, 11.8, 11.9, 42.4, -103.8, 647
Epicyon saevus, NorthAmerica, 11.8, 11.8, 42.8, -100.8, 419
Epicyon saevus, NorthAmerica, 11.8, 11.8, 37.9, -122.1, 649
Epicyon saevus, NorthAmerica, 11.8, 11.8, 42.4, -99, 418
Epicyon saevus, NorthAmerica, 11.8, 11.8, 41.7, -103.1, 1407
Epicyon saevus, NorthAmerica, 11.8, 11.9, 42.7, -100, 644
Epicyon saevus, NorthAmerica, 11.8, 11.8, 41.2, -101.8, 1386
Epicyon saevus, NorthAmerica, 11.8, 11.9, 42.8, -100.8, 645
Epicyon saevus, NorthAmerica, 11.8, 12.3, 43.2, -100.7, 646
Epicyon saevus, NorthAmerica, 11.8, 11.8, 42.7, -100, 478
Epicyon saevus, NorthAmerica, 11.8, 11.9, 43.2, -100.7, 648
Epicyon saevus, NorthAmerica, 11.8, 12.3, 41, -115.5, 1408
Epicyon saevus, NorthAmerica, 11.8, 11.8, 35.3, -118.5, 422
Epicyon saevus, NorthAmerica, 11.9, 11.9, 42.4, -103.8, 425
Epicyon saevus, NorthAmerica, 11.9, 11.9, 35, -100.8, 536
Epicyon saevus, NorthAmerica, 11.9, 11.9, 35.3, -118.5, 427
Epicyon saevus, NorthAmerica, 12.1, 14.8, 35.4, -106.6, 1409
Epicyon saevus, NorthAmerica, 12.2, 12.2, 38, -118, 1410
Epicyon saevus, NorthAmerica, 12.2, 12.3, 35, -100.8, 537
Epicyon saevus, NorthAmerica, 12.5, 14.8, 54.5, -105.7, 1411
Epicyon saevus, NorthAmerica, 13.6, 15.97, 49.2, -106.2, 1412
Epicyon saevus, NorthAmerica, 13.6, 15.97, 35.5, -106.2, 487
Eucyon adoxus, Europe, 3.4, 4.2, 42.7, 2.9, 1413
Eucyon adoxus, Europe, 3.4, 4.2, 40.3, -1.1, 1414
Eucyon cipio, Europe, 7.1, 8.2, 40.4, -1.1, 64
Eucyon davisi, Asia, 3.4, 5.3, 37, 113, 1415
Eucyon davisi, Asia, 3.4, 5.3, 49, 100, 1416
Eucyon davisi, NorthAmerica, 4.5, 4.5, 78.6, -82.4, 1417
Eucyon davisi, NorthAmerica, 4.5, 4.5, 46.3, -119.1, 752
Eucyon davisi, Asia, 4.6, 5.4, 49.2, 93.4, 1418
Eucyon davisi, NorthAmerica, 4.9, 5.9, 28.5, -108.2, 1014
Eucyon davisi, NorthAmerica, 4.9, 5.9, 37.6, -120.6, 775
Eucyon davisi, NorthAmerica, 4.9, 5.9, 38, -122.3, 776
Eucyon davisi, NorthAmerica, 4.9, 5.9, 28.2, -81.8, 739
Eucyon davisi, NorthAmerica, 4.9, 6.8, 38.1, -114.2, 1016
Eucyon davisi, NorthAmerica, 4.9, 6.8, 32.6, -110.5, 777
Eucyon davisi, NorthAmerica, 4.9, 6.8, 33.4, -112.1, 1350
Eucyon davisi, NorthAmerica, 4.9, 5.9, 34.6, -113.5, 778
Eucyon davisi, NorthAmerica, 4.9, 5.9, 35.5, -97.5, 1185
Eucyon davisi, NorthAmerica, 4.9, 5.9, 35, -101.5, 753
Eucyon davisi, NorthAmerica, 4.9, 10.3, 27.9, -81.8, 754
Eucyon davisi, NorthAmerica, 4.9, 10.3, 29.6, -82.6, 1353
Eucyon davisi, NorthAmerica, 4.9, 10.3, 37.9, -122.1, 1419
Eucyon davisi, Asia, 5.3, 7.1, 50.2, 67.8, 572
Eucyon davisi, NorthAmerica, 5.7, 5.8, 28.8, -108, 1017
Eucyon davisi, NorthAmerica, 5.9, 6.8, 42.4, -98.1, 1420
Eucyon davisi, NorthAmerica, 5.9, 6.8, 42.7, -99.6, 1171
Eucyon davisi, NorthAmerica, 5.9, 6.8, 39.2, -101.5, 812
Eucyon davisi, NorthAmerica, 5.9, 6.8, 45.6, -118.8, 1421
Eucyon davisi, NorthAmerica, 5.9, 6.8, 44.9, -123, 1422
Eucyon davisi, NorthAmerica, 5.9, 6.8, 36, -100.6, 813
Eucyon davisi, NorthAmerica, 5.9, 6.8, 35, -101.2, 814
Eucyon davisi, NorthAmerica, 6, 6.1, 35.8, -110.1, 1423
Eucyon davisi, NorthAmerica, 6.1, 10, 35, -101.9, 755
Eucyon davisi, NorthAmerica, 6.8, 7.6, 43.5, -117.6, 1424
Eucyon davisi, NorthAmerica, 6.8, 7.6, 35.7, -100.5, 821
Eucyon davisi, NorthAmerica, 6.8, 6.9, 32.5, -110.6, 779
Eucyon davisi, NorthAmerica, 6.8, 10.3, 32.9, -110.8, 1425
Eucyon davisi, NorthAmerica, 7, 7, 45.8, -119.3, 1426
Eucyon davisi, NorthAmerica, 7.1, 7.2, 39.3, -101.7, 822
Eucyon davisi, NorthAmerica, 7.6, 9, 41.9, -118.8, 1395
Eucyon davisi, NorthAmerica, 7.6, 7.7, 36.5, -107, 1427
Eucyon davisi, NorthAmerica, 7.6, 10.1, 35.7, -102.3, 1428
Eucyon davisi, NorthAmerica, 7.6, 7.7, 37.6, -120.8, 780
Eucyon davisi, NorthAmerica, 7.7, 9.8, 43.6, -117.5, 1429
Eucyon davisi, NorthAmerica, 8.1, 8.1, 35.9, -100.2, 827
Eucyon davisi, NorthAmerica, 8.1, 9.8, 37.8, -114.3, 1430
Eucyon davisi, NorthAmerica, 8.3, 8.3, 42.4, -98.1, 1431
Eucyon davisi, NorthAmerica, 8.4, 8.4, 36.7, -101.4, 828
Eucyon davisi, NorthAmerica, 8.4, 8.4, 38.9, -101.7, 792
Eucyon davisi, NorthAmerica, 8.5, 8.5, 38.9, -101.7, 829
Eucyon davisi, NorthAmerica, 8.5, 8.5, 34.7, -113.4, 781
Eucyon davisi, NorthAmerica, 9.1, 9.2, 42.8, -99.6, 1172
Eucyon davisi, NorthAmerica, 9.6, 9.8, 43.6, -117.5, 1432
Eucyon davisi, NorthAmerica, 9.6, 9.6, 41.1, -117.8, 1397
Eucyon davisi, NorthAmerica, 9.7, 9.7, 45.5, -118.8, 1398
Eucyon davisi, NorthAmerica, 9.8, 9.8, 43.6, -117.5, 1433
Eucyon davisi, NorthAmerica, 10.1, 12.1, 36, -106.1, 622
Eucyon davisi, NorthAmerica, 14.8, 16, 44.5, -119.5, 1434
Eucyon debonisi, Europe, 5.3, 7.1, 39.4, -0.4, 2
Eucyon kuruksaiensis, Asia, 2.433, 2.917, 38.4, 69.7, 1002
Eucyon kuta, Africa, 5.2, 5.2, 10.4, 40.5, 1435
Eucyon michauxi, Europe, 3.4, 4.2, 42.7, 2.9, 1413
Eucyon minor, Asia, 1.81, 2.59, 37.8, 112.7, 1436
Eucyon minor, Asia, 1.95, 2.6, 40.2, 114.2, 1305
Eucyon minor, Asia, 2.6, 3.4, 39.9, 114.5, 1437
Eucyon minor, Europe, 2.6, 3, 50.5, 106.9, 1007
Eucyon minor, Asia, 2.675, 3.158, 50.1, 106.2, 1438
Eucyon minor, Europe, 3, 3.4, 51.4, 105.9, 38
Eucyon monticinensis, Europe, 5.3, 7.1, 44.5, 11.6, 1439
Eucyon monticinensis, Europe, 5.3, 7.1, 44.7, 7.9, 1440
Eucyon monticinensis, Europe, 5.332, 11.608, 44.7, 7.9, 1441
Eucyon odessanus, Asia, 1.95, 2.6, 40.6, 32.7, 1442
Eucyon odessanus, Europe, 3.4, 4.2, 46.5, 30.8, 1443
Eucyon odessanus, Europe, 4.2, 5.3, 40.5, 23, 1444
Eucyon odessanus, Europe, 4.2, 4.2, 47.3, 28.3, 1445
Eucyon odessanus, Europe, 4.2, 5.3, 47.3, 28.5, 1446
Eucyon odessanus, Europe, 4.2, 5.3, 47.3, 28.3, 1447
Eucyon odessanus, Europe, 4.2, 5.3, 46, 27.5, 1448
Eucyon skinneri, NorthAmerica, 9, 12.1, 42.7, -100.9, 475
Eucyon skinneri, NorthAmerica, 11.6, 11.6, 42.8, -100.8, 476
Eucyon zhoui, Asia, 2.6, 3.4, 37, 113, 1449
Eucyon zhoui, Asia, 3.4, 5.3, 37, 113, 1415
Euoplocyon brachygnathus, NorthAmerica, 13.6, 15.97, 46.4, -113.2, 1450
Euoplocyon brachygnathus, NorthAmerica, 13.6, 15.97, 42.2, -103.7, 1451
Euoplocyon brachygnathus, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Euoplocyon brachygnathus, NorthAmerica, 14.8, 16, 46.6, -113.1, 1452
Euoplocyon brachygnathus, NorthAmerica, 14.8, 16, 43.5, -117.8, 194
Euoplocyon brachygnathus, NorthAmerica, 15, 15.1, 34.8, -117, 196
Euoplocyon brachygnathus, NorthAmerica, 15.5, 15.6, 43.6, -117.5, 141
Euoplocyon brachygnathus, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Euoplocyon brachygnathus, NorthAmerica, 16.4, 16.5, 42.4, -103.8, 1237
Euoplocyon brachygnathus, NorthAmerica, 17.5, 18.8, 28, -114, 1453
Euoplocyon spissidens, NorthAmerica, 15.97, 20.43, 29.7, -82.6, 299
Euoplocyon spissidens, NorthAmerica, 16, 18.8, 28.1, -81.6, 300
Hesperocyon coloradensis, NorthAmerica, 32, 33.7, 40.6, -103.4, 363
Hesperocyon coloradensis, NorthAmerica, 33.3, 33.3, 40.8, -103.1, 80
Hesperocyon gregarius, NorthAmerica, 30, 32, 44.5, -100, 351
Hesperocyon gregarius, NorthAmerica, 30, 32, 40.8, -96.7, 352
Hesperocyon gregarius, NorthAmerica, 30, 32, 46.8, -100.8, 1454
Hesperocyon gregarius, NorthAmerica, 30.8, 33.3, 42.7, -102.5, 1455
Hesperocyon gregarius, NorthAmerica, 30.8, 33.3, 42.4, -103.8, 1456
Hesperocyon gregarius, NorthAmerica, 31, 31.1, 46.4, -103.3, 1457
Hesperocyon gregarius, NorthAmerica, 31.1, 31.2, 42.8, -103.1, 687
Hesperocyon gregarius, NorthAmerica, 31.1, 31.2, 41.7, -103.1, 686
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 42.7, -105.2, 362
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 43, -104.5, 92
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 40.6, -103.4, 363
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 45.6, -103.6, 83
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 40.8, -96.7, 93
Hesperocyon gregarius, NorthAmerica, 32, 33.1, 46.6, -112, 1458
Hesperocyon gregarius, NorthAmerica, 32, 32.5, 46.6, -112, 1459
Hesperocyon gregarius, NorthAmerica, 32, 33.7, 46.8, -100.8, 1460
Hesperocyon gregarius, NorthAmerica, 32.5, 33.4, 54.5, -105.7, 1461
Hesperocyon gregarius, NorthAmerica, 32.5, 32.6, 43.3, -102.5, 1462
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 43.3, -102.5, 84
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 42.8, -103.1, 353
Hesperocyon gregarius, NorthAmerica, 33.3, 33.3, 40.8, -103.1, 80
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 42.4, -103.8, 364
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 43, -104.5, 94
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 46.6, -112.1, 1463
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 42.9, -105.2, 1464
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 46.9, -102.8, 1465
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 43.9, -102.4, 1466
Hesperocyon gregarius, NorthAmerica, 33.3, 33.3, 42.4, -103.8, 1467
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 41.8, -103.8, 1468
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 46.4, -103.3, 1469
Hesperocyon gregarius, NorthAmerica, 33.3, 33.9, 43.9, -102.2, 1470
Hesperocyon gregarius, NorthAmerica, 33.4, 34.7, 46.6, -112, 1471
Hesperocyon gregarius, NorthAmerica, 33.4, 33.9, 42, -104.2, 1472
Hesperocyon gregarius, NorthAmerica, 33.4, 33.4, 41.8, -103.8, 1473
Hesperocyon gregarius, NorthAmerica, 33.4, 33.9, 43.3, -102.5, 1474
Hesperocyon gregarius, NorthAmerica, 33.4, 33.4, 42.8, -103.1, 1475
Hesperocyon gregarius, NorthAmerica, 33.4, 33.4, 42.4, -103.8, 355
Hesperocyon gregarius, NorthAmerica, 33.4, 33.9, 42.4, -103.8, 453
Hesperocyon gregarius, NorthAmerica, 33.5, 33.5, 43.3, -102.5, 366
Hesperocyon gregarius, NorthAmerica, 33.5, 33.6, 46.9, -102.8, 1476
Hesperocyon gregarius, NorthAmerica, 33.6, 33.7, 49.6, -108.8, 1477
Hesperocyon gregarius, NorthAmerica, 33.6, 33.6, 45, -112.8, 1478
Hesperocyon gregarius, NorthAmerica, 33.7, 35.7, 43, -106.8, 274
Hesperocyon gregarius, NorthAmerica, 33.7, 34.7, 42.7, -105.2, 276
Hesperocyon gregarius, NorthAmerica, 33.7, 34.7, 43, -104.5, 277
Hesperocyon gregarius, NorthAmerica, 33.7, 34.7, 39.7, -105, 278
Hesperocyon gregarius, NorthAmerica, 33.7, 34.7, 43.5, -103, 85
Hesperocyon gregarius, NorthAmerica, 33.7, 34.7, 41.1, -100.8, 279
Hesperocyon gregarius, NorthAmerica, 33.7, 35.7, 46.6, -112, 101
Hesperocyon gregarius, NorthAmerica, 33.7, 33.8, 42.9, -105.2, 1479
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 43.2, -107.1, 105
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 46.1, -103.3, 1480
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 43, -104.5, 1481
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 42.9, -105.2, 1482
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 42.4, -103.8, 1483
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 46, -112, 1484
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 42.8, -103.1, 1485
Hesperocyon gregarius, NorthAmerica, 33.9, 37.2, 46.9, -102.8, 1486
Hesperocyon gregarius, NorthAmerica, 33.9, 33.9, 42.4, -103.8, 1487
Hesperocyon gregarius, NorthAmerica, 34.1, 34.2, 42.4, -103.8, 1488
Hesperocyon gregarius, NorthAmerica, 34.7, 36.5, 43, -106.8, 281
Hesperocyon gregarius, NorthAmerica, 34.7, 35.7, 43, -106.8, 282
Hesperocyon gregarius, NorthAmerica, 34.7, 35.7, 41.1, -100.8, 95
Hesperocyon gregarius, NorthAmerica, 34.7, 35.7, 46.6, -112, 102
Hesperocyon gregarius, NorthAmerica, 34.7, 35.7, 46.8, -100.8, 1489
Hesperocyon gregarius, NorthAmerica, 34.9, 35, 46.6, -112.1, 284
Hesperocyon gregarius, NorthAmerica, 34.9, 35, 46.1, -111.3, 1490
Hesperocyon gregarius, NorthAmerica, 35.1, 35.3, 43.3, -102.5, 1491
Hesperocyon gregarius, NorthAmerica, 35.2, 36.1, 43, -104.5, 87
Hesperocyon gregarius, NorthAmerica, 35.2, 35.7, 43, -104.5, 1492
Hesperocyon gregarius, NorthAmerica, 35.3, 35.4, 42.8, -103.1, 286
Hesperocyon gregarius, NorthAmerica, 35.3, 36.9, 42.4, -103.8, 331
Hesperocyon gregarius, NorthAmerica, 35.5, 35.5, 43.3, -102.5, 88
Hesperocyon gregarius, NorthAmerica, 35.6, 36, 43.2, -107.1, 1493
Hesperocyon gregarius, NorthAmerica, 35.6, 35.7, 43.2, -107.1, 332
Hesperocyon gregarius, NorthAmerica, 35.6, 35.7, 43, -104.5, 97
Hesperocyon gregarius, NorthAmerica, 35.7, 35.7, 43.2, -107.1, 334
Hesperocyon gregarius, NorthAmerica, 35.8, 35.8, 42.8, -103.4, 290
Hesperocyon gregarius, NorthAmerica, 35.8, 35.9, 45.9, -112.3, 291
Hesperocyon gregarius, NorthAmerica, 35.8, 36, 45.7, -111, 1494
Hesperocyon gregarius, NorthAmerica, 35.9, 35.9, 46, -112, 104
Hesperocyon gregarius, NorthAmerica, 36, 36, 43.2, -108.2, 1495
Hesperocyon gregarius, NorthAmerica, 36, 36, 46, -112, 1496
Hesperocyon gregarius, NorthAmerica, 36.2, 36.3, 40.8, -103.1, 90
Hesperocyon gregarius, NorthAmerica, 36.5, 37, 54.5, -105.7, 292
Hesperocyon gregarius, NorthAmerica, 36.7, 36.8, 45.7, -111, 1497
Hesperocyon gregarius, NorthAmerica, 36.9, 36.9, 49.6, -109.9, 107
Hesperocyon gregarius, NorthAmerica, 37, 40, 54.5, -105.7, 381
Hesperocyon gregarius, NorthAmerica, 37.2, 40.4, 50, -107.9, 356
Leptocyon delicatus, NorthAmerica, 20.43, 30.8, 43.3, -102.5, 1498
Leptocyon delicatus, NorthAmerica, 23, 28.1, 43.2, -102.4, 1202
Leptocyon douglassi, NorthAmerica, 23, 30, 42.7, -100.8, 1280
Leptocyon douglassi, NorthAmerica, 23, 28.1, 46.7, -111.7, 663
Leptocyon douglassi, NorthAmerica, 24.4, 25.9, 46.5, -111, 1499
Leptocyon douglassi, NorthAmerica, 25, 25.9, 46.6, -112.1, 1500
Leptocyon douglassi, NorthAmerica, 26.3, 30.8, 43.3, -102.5, 455
Leptocyon douglassi, NorthAmerica, 28, 29, 44.8, -120, 1501
Leptocyon douglassi, NorthAmerica, 28.1, 30, 43.1, -102.3, 456
Leptocyon douglassi, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Leptocyon gregorii, NorthAmerica, 18.8, 19.5, 42.4, -103.7, 346
Leptocyon gregorii, NorthAmerica, 19.5, 23, 42.9, -104.4, 256
Leptocyon gregorii, NorthAmerica, 19.5, 23, 43.5, -101.7, 1199
Leptocyon gregorii, NorthAmerica, 20.43, 24.8, 43.3, -102.5, 1323
Leptocyon gregorii, NorthAmerica, 21.4, 21.5, 42.4, -103.8, 506
Leptocyon gregorii, NorthAmerica, 22.1, 22.1, 43.3, -102.5, 1502
Leptocyon gregorii, NorthAmerica, 22.7, 23.5, 43, -104.5, 1337
Leptocyon gregorii, NorthAmerica, 22.7, 22.8, 43, -104.5, 1330
Leptocyon gregorii, NorthAmerica, 23, 28.1, 43.1, -99.8, 1343
Leptocyon gregorii, NorthAmerica, 23.5, 23.5, 43, -104.5, 443
Leptocyon leidyi, NorthAmerica, 7.6, 9, 35.5, -118.1, 1179
Leptocyon leidyi, NorthAmerica, 9, 12.1, 35.4, -118, 533
Leptocyon leidyi, NorthAmerica, 10.1, 14.8, 38.8, -97.7, 1503
Leptocyon leidyi, NorthAmerica, 10.1, 12.1, 38.6, -117.8, 552
Leptocyon leidyi, NorthAmerica, 10.1, 12.1, 35.4, -117.9, 1175
Leptocyon leidyi, NorthAmerica, 10.1, 12.1, 35.4, -116.2, 1504
Leptocyon leidyi, NorthAmerica, 10.1, 12.5, 35.9, -106, 582
Leptocyon leidyi, NorthAmerica, 12.1, 12.5, 42.6, -100.1, 431
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 40.8, -96.7, 592
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 42.8, -100, 482
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 42.7, -99.8, 433
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 35.5, -106.8, 594
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 35.8, -106, 483
Leptocyon leidyi, NorthAmerica, 12.5, 14.8, 36.4, -106, 597
Leptocyon leidyi, NorthAmerica, 13.6, 15.97, 42.2, -103.7, 1451
Leptocyon leidyi, NorthAmerica, 13.6, 15.97, 42.7, -102.8, 1230
Leptocyon leidyi, NorthAmerica, 13.6, 15.97, 34.8, -117, 188
Leptocyon leidyi, NorthAmerica, 13.6, 13.6, 35.5, -106.2, 1505
Leptocyon leidyi, NorthAmerica, 14, 14, 35, -117.1, 438
Leptocyon leidyi, NorthAmerica, 14, 14.2, 34.8, -117, 439
Leptocyon leidyi, NorthAmerica, 14.1, 14.4, 34.8, -117, 575
Leptocyon leidyi, NorthAmerica, 14.3, 14.4, 34.8, -117, 576
Leptocyon leidyi, NorthAmerica, 14.8, 16, 38.6, -117.9, 577
Leptocyon leidyi, NorthAmerica, 15.2, 15.2, 35.5, -106.2, 197
Leptocyon leidyi, NorthAmerica, 15.97, 20.43, 42.4, -103.8, 198
Leptocyon leidyi, NorthAmerica, 16.4, 16.5, 42.4, -103.8, 1237
Leptocyon leidyi, NorthAmerica, 17.1, 17.6, 42.4, -103.8, 1506
Leptocyon leidyi, NorthAmerica, 17.3, 17.3, 42.4, -103.8, 1507
Leptocyon leidyi, NorthAmerica, 17.6, 17.6, 42.2, -103.1, 1508
Leptocyon leidyi, NorthAmerica, 17.6, 17.7, 42.4, -103.8, 1243
Leptocyon leidyi, NorthAmerica, 17.6, 17.6, 42.4, -103.8, 145
Leptocyon leidyi, NorthAmerica, 19.5, 19.5, 42.2, -103.1, 1253
Leptocyon leidyi, NorthAmerica, 19.8, 19.9, 42.2, -103.1, 151
Leptocyon leidyi, NorthAmerica, 19.8, 19.9, 42.8, -103.1, 152
Leptocyon leidyi, NorthAmerica, 20.43, 24.8, 42.2, -103.1, 1509
Leptocyon matthewi, NorthAmerica, 9, 10.1, 42.2, -103.7, 406
Leptocyon matthewi, NorthAmerica, 9, 12.1, 42.7, -100.9, 475
Leptocyon matthewi, NorthAmerica, 10.1, 12.1, 42.4, -98.2, 408
Leptocyon matthewi, NorthAmerica, 10.1, 12.1, 43.1, -101.9, 409
Leptocyon matthewi, NorthAmerica, 10.1, 12.1, 38.6, -117.8, 552
Leptocyon matthewi, NorthAmerica, 10.1, 12.1, 36, -106.1, 622
Leptocyon matthewi, NorthAmerica, 11.5, 11.6, 42.8, -100.8, 636
Leptocyon matthewi, NorthAmerica, 11.6, 11.6, 42.8, -100.8, 476
Leptocyon matthewi, NorthAmerica, 11.7, 13.1, 42.8, -100.8, 1406
Leptocyon matthewi, NorthAmerica, 11.7, 11.9, 43.2, -100.7, 412
Leptocyon matthewi, NorthAmerica, 11.7, 11.7, 43.4, -100.6, 417
Leptocyon matthewi, NorthAmerica, 11.7, 11.8, 42.6, -100, 1385
Leptocyon matthewi, NorthAmerica, 11.7, 11.7, 36.5, -107, 640
Leptocyon matthewi, NorthAmerica, 11.8, 11.8, 43.2, -101.8, 421
Leptocyon matthewi, NorthAmerica, 11.8, 11.8, 42.4, -99, 418
Leptocyon matthewi, NorthAmerica, 11.8, 11.8, 42.8, -100.8, 419
Leptocyon matthewi, NorthAmerica, 11.8, 11.8, 42.7, -100, 478
Leptocyon matthewi, NorthAmerica, 11.8, 11.9, 42.4, -103.8, 647
Leptocyon matthewi, NorthAmerica, 12.2, 12.2, 38, -118, 1410
Leptocyon mollis, NorthAmerica, 20.43, 30.8, 44.7, -119.6, 449
Leptocyon mollis, NorthAmerica, 28.1, 30, 44.7, -119.7, 361
Leptocyon tejonensis, NorthAmerica, 10.1, 12.1, 35.1, -118.8, 767
Leptocyon tejonensis, NorthAmerica, 11.7, 11.7, 35.3, -118.5, 535
Leptocyon vafer, NorthAmerica, 7.6, 9, 37.4, -99.8, 541
Leptocyon vafer, NorthAmerica, 7.6, 9, 29.3, -103.1, 1369
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 28.4, -97.7, 620
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 28.5, -97.6, 621
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 38.6, -117.8, 552
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 40.4, -114.4, 1400
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 35.4, -116.2, 1504
Leptocyon vafer, NorthAmerica, 10.1, 12.5, 35.9, -106, 582
Leptocyon vafer, NorthAmerica, 10.1, 12.1, 36, -106.1, 622
Leptocyon vafer, NorthAmerica, 10.1, 11.5, 35.5, -106.2, 1510
Leptocyon vafer, NorthAmerica, 10.3, 13.6, 40, -99.5, 1511
Leptocyon vafer, NorthAmerica, 10.6, 11.8, 42.8, -100.8, 633
Leptocyon vafer, NorthAmerica, 11.7, 11.7, 37.9, -122.1, 549
Leptocyon vafer, NorthAmerica, 11.7, 11.7, 35.3, -118.5, 535
Leptocyon vafer, NorthAmerica, 11.7, 16.5, 43.2, -100.7, 1512
Leptocyon vafer, NorthAmerica, 11.7, 12.3, 42.7, -102.5, 414
Leptocyon vafer, NorthAmerica, 11.7, 13.1, 36.5, -107, 1513
Leptocyon vafer, NorthAmerica, 11.7, 11.7, 36.5, -107, 640
Leptocyon vafer, NorthAmerica, 11.8, 12.3, 41, -115.5, 1408
Leptocyon vafer, NorthAmerica, 11.9, 11.9, 28.6, -97.7, 650
Leptocyon vafer, NorthAmerica, 11.9, 12.3, 42.8, -100.8, 1181
Leptocyon vafer, NorthAmerica, 12, 12, 42.8, -100.8, 430
Leptocyon vafer, NorthAmerica, 12.1, 12.5, 42.6, -100.1, 431
Leptocyon vafer, NorthAmerica, 12.1, 12.2, 38.2, -117.9, 652
Leptocyon vafer, NorthAmerica, 12.2, 12.3, 42.7, -100, 480
Leptocyon vafer, NorthAmerica, 12.3, 12.3, 42.8, -100.8, 481
Leptocyon vafer, NorthAmerica, 12.5, 14.8, 54.5, -105.7, 1411
