Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Ursus maritimus, Europe, 0.012, 0.126, 57, 12.6, 3695
Ursus maritimus, Europe, 0.012, 0.126, 57.7, 12.1, 3696
Ursus maritimus, Europe, 0.012, 0.126, 51.5, -0.3, 3697
Ursus maritimus, NorthAmerica, 0.012, 0.126, 69.6, -138.9, 3037
Ursus maritimus, NorthAmerica, 0.012, 0.126, 70.6, -128.2, 3542
Ursus maritimus, NorthAmerica, 0.012, 0.126, 81.5, -15.5, 3041
Ursus maritimus, Europe, 0.045, 0.045, 78.5, 11.6, 3698
Ursus minimus, Europe, 0.012, 2.588, 49.4, 8.7, 3699
Ursus minimus, Asia, 1.95, 2.6, 35.5, 103.5, 1071
Ursus minimus, Europe, 1.95, 2.6, 43.2, 23.3, 1601
Ursus minimus, Europe, 1.95, 3.4, 44.9, 8, 39
Ursus minimus, Asia, 2.6, 3.4, 32.7, 114.2, 3700
Ursus minimus, Asia, 2.6, 3.4, 36, 118, 3701
Ursus minimus, Europe, 2.6, 3.4, 42, 46, 1589
Ursus minimus, Europe, 2.6, 3.4, 46.6, 18.2, 1704
Ursus minimus, Europe, 2.6, 3.4, 44.9, 8.1, 1773
Ursus minimus, Europe, 2.6, 3.4, 45.9, 25.6, 3702
Ursus minimus, Europe, 2.6, 3.4, 48.6, 20.8, 1869
Ursus minimus, Europe, 3, 3.4, 51.4, 105.9, 38
Ursus minimus, Europe, 3.2, 4.2, 52.4, 22.1, 1566
Ursus minimus, Europe, 3.4, 4.2, 42.7, 2.9, 1413
Ursus minimus, Europe, 3.4, 4.2, 50.4, 8.9, 35
Ursus minimus, Europe, 3.4, 4.2, 50.1, 18.8, 1568
Ursus minimus, Europe, 3.4, 4.2, 41, -2.2, 1570
Ursus minimus, Europe, 3.4, 4.2, 46.5, 30.8, 1443
Ursus minimus, Europe, 4.2, 5.3, 42, 24.1, 3703
Ursus minimus, Europe, 4.2, 5.3, 43.6, 3.9, 1845
Ursus minimus, Europe, 4.2, 5.3, 45.9, 4.8, 3704
Ursus minimus, Europe, 4.2, 5.3, 42.6, 2.9, 1571
Ursus minimus, Europe, 4.2, 5.3, 43.9, 46.7, 1895
Ursus minimus, Europe, 4.2, 4.9, 42, 24.1, 3705
Ursus namadicus, Asia, 0.01, 1.95, 22.8, 77.9, 1207
Ursus namadicus, Asia, 0.01, 1.95, 28, 80, 1206
Ursus spelaeus, Asia, 0, 0.7, 39.7, 115.9, 974
Ursus spelaeus, Asia, 0.01, 1.95, 39.6, 47, 875
Ursus spelaeus, Europe, 0.01, 0.115, 50.1, 14.4, 1695
Ursus spelaeus, Europe, 0.01, 1.95, 44, 4, 2022
Ursus spelaeus, Europe, 0.01, 1.95, 47.1, 4.9, 3706
Ursus spelaeus, Europe, 0.01, 0.115, 43.1, 0.5, 1096
Ursus spelaeus, Europe, 0.01, 1.95, 41.5, 43.5, 1098
Ursus spelaeus, Europe, 0.01, 1.95, 42.3, 44.1, 1097
Ursus spelaeus, Europe, 0.01, 1.95, 48.4, 9.8, 1099
Ursus spelaeus, Europe, 0.01, 1.95, 51.2, 6.8, 3707
Ursus spelaeus, Europe, 0.01, 0.115, 51.3, 8.2, 1100
Ursus spelaeus, Europe, 0.01, 1.95, 51.4, 7.3, 3708
Ursus spelaeus, Europe, 0.01, 1.95, 40.7, 23, 861
Ursus spelaeus, Europe, 0.01, 1.95, 45.7, 13.7, 3709
Ursus spelaeus, Europe, 0.01, 1.95, 45.8, 13.7, 1103
Ursus spelaeus, Europe, 0.01, 0.115, 45.8, 13.7, 3710
Ursus spelaeus, Europe, 0.01, 1.95, 45.8, 11.7, 3711
Ursus spelaeus, Europe, 0.01, 1.95, 43.8, 39.3, 1722
Ursus spelaeus, Europe, 0.01, 1.95, 43.9, 41.7, 1105
Ursus spelaeus, Europe, 0.012, 2.588, 49.8, 10, 1853
Ursus spelaeus, Europe, 0.012, 2.588, 43.7, 10.5, 3712
Ursus spelaeus, Europe, 0.012, 2.588, 52.9, 1.5, 1723
Ursus spelaeus, Europe, 0.017, 0.053, 45, 21.8, 1121
Ursus spelaeus, Europe, 0.029, 0.035, 43.2, -2.1, 1122
Ursus spelaeus, Europe, 0.03, 0.15, 43, 2, 1728
Ursus spelaeus, Europe, 0.0419, 0.0441, 44, 4, 1124
Ursus spelaeus, Europe, 0.115, 0.125, 48.4, 17.3, 3713
Ursus spelaeus, Europe, 0.126, 0.781, 49.8, 9.9, 1126
Ursus spelaeus, Europe, 0.126, 0.781, 48.1, 20.5, 1302
Ursus spelaeus, Europe, 0.126, 2.588, 41, 15.8, 977
Ursus spelaeus, Europe, 0.126, 0.781, 52, 4.1, 1896
Ursus spelaeus, Europe, 0.126, 0.781, 52.9, 1.3, 3367
Ursus spelaeus, Europe, 0.129, 0.364, 41.9, 12.5, 1129
Ursus spelaeus, Europe, 0.129, 0.364, 42.3, -3.5, 1130
Ursus spelaeus, Europe, 0.242, 0.301, 45.3, 2.2, 1131
Ursus spelaeus, Europe, 0.3, 1.95, 41.6, 14.2, 867
Ursus spelaeus, Europe, 0.3, 1.95, 45.1, 14, 869
Ursus spelaeus, Europe, 0.364, 0.427, 51.4, 0.3, 3714
Ursus spelaeus, Europe, 0.427, 0.568, 47.4, 6.4, 1138
Ursus spelaeus, Europe, 0.659, 0.787, 42.3, -3.5, 1141
Ursus spelaeus, Europe, 0.78, 1.95, 49.8, 8.3, 1143
Ursus spelaeus, Asia, 0.781, 2.588, 47.8, 107.3, 1144
Ursus spelaeus, Europe, 0.781, 2.588, 51, 11.3, 1732
Ursus spelaeus, Europe, 0.781, 3.6, 41, 15.8, 3715
Ursus spelaeus, Europe, 0.781, 2.588, 52.5, 1.5, 3716
Ursus spelaeus, Europe, 0.781, 2.588, 52.9, 1.3, 2779
Ursus spelaeus, Europe, 2.588, 3.6, 52.1, 1.3, 2714
Ursus thibetanus, Asia, 0, 0.7, 24.2, 109.4, 1074
Ursus thibetanus, Asia, 0.01, 1.95, 23.7, 101.6, 2036
Ursus thibetanus, Asia, 0.01, 1.95, 35.9, 104.2, 1205
Ursus thibetanus, Asia, 0.01, 1.95, 19.8, 102.6, 1210
Ursus thibetanus, Asia, 0.01, 1.95, 13.8, 107.9, 1214
Ursus thibetanus, Asia, 0.01, 1.95, 14.1, 108.1, 1213
Ursus thibetanus, Europe, 0.01, 1.95, 42.3, 44.1, 1097
Ursus thibetanus, Asia, 0.012, 0.781, 22.8, 111.6, 1217
Ursus thibetanus, Asia, 0.012, 0.126, 28.3, 109.7, 2023
Ursus thibetanus, Asia, 0.012, 0.781, 31.7, 118.9, 2448
Ursus thibetanus, Asia, 0.012, 0.126, 33.1, 110.2, 1107
Ursus thibetanus, Asia, 0.012, 0.126, 32.7, 35, 1072
Ursus thibetanus, Asia, 0.126, 0.781, 24.7, 113.6, 1218
Ursus thibetanus, Asia, 0.126, 0.781, 22, 106.4, 1219
Ursus thibetanus, Asia, 0.6, 1.3, 23.6, 107.1, 1222
Ursus thibetanus, Asia, 0.6, 1.3, 24.3, 109.4, 1221
Ursus thibetanus, Asia, 0.6, 1.3, 25.2, 102.5, 1
Ursus thibetanus, Asia, 0.6, 1.3, 25.6, 104.7, 1139
Ursus thibetanus, Asia, 0.6, 1.3, 27, 106, 1731
Ursus thibetanus, Asia, 0.6, 1.3, 28.1, 106.8, 1140
Ursus thibetanus, Asia, 0.6, 1.3, 30.8, 108.3, 1223
Ursus thibetanus, Asia, 0.6, 1.3, 16.4, 101.8, 2454
Ursus thibetanus, Asia, 0.6, 1.3, 19.4, 99, 1224
Ursus thibetanus, Asia, 0.6, 1.3, 20.2, 105.2, 1226
Ursus thibetanus, Asia, 0.6, 1.3, 22, 106.5, 1225
Ursus thibetanus, Europe, 0.76, 0.787, 50.1, 14.6, 1142
Ursus thibetanus, Asia, 0.781, 2.588, 28.7, 109.7, 2698
Ursus thibetanus, Asia, 1.2, 1.2, 22.3, 107.5, 1228
Ursus thibetanus, Asia, 1.2, 1.8, 24.7, 109.2, 1734
Ursus thibetanus, Asia, 1.2, 1.8, 31.8, 98.7, 1771
Ursus thibetanus, Asia, 1.2, 1.8, 21.8, 104.8, 1229
Zaragocyon daamsi, Europe, 20, 22.8, 41.3, -2, 391
Bryanictis microlestes, NorthAmerica, 57.3, 57.7, 46.6, -112, 3717
Bryanictis microlestes, NorthAmerica, 57.3, 57.7, 46.8, -100.8, 3718
Bryanictis microlestes, NorthAmerica, 59.9, 60.9, 43, -108.6, 3719
Bryanictis microlestes, NorthAmerica, 60.9, 61.3, 44.7, -107, 3720
Bryanictis microlestes, NorthAmerica, 60.9, 61.3, 46.6, -112, 3721
Didymictis altidens, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Didymictis altidens, NorthAmerica, 49, 52.7, 41.1, -104.8, 2310
Didymictis altidens, NorthAmerica, 49.9, 50, 43, -106.8, 2311
Didymictis altidens, NorthAmerica, 50, 52.7, 44.5, -109.3, 2648
Didymictis altidens, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Didymictis altidens, NorthAmerica, 50, 52.7, 42.8, -109.9, 2193
Didymictis altidens, NorthAmerica, 50, 52.7, 43, -106.8, 2312
Didymictis altidens, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Didymictis altidens, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Didymictis altidens, NorthAmerica, 52.7, 53.5, 42, -111, 2346
Didymictis altidens, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Didymictis altidens, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Didymictis protenus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Didymictis protenus, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Didymictis protenus, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Didymictis protenus, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Didymictis protenus, NorthAmerica, 52.7, 53.5, 39.7, -105, 2159
Didymictis protenus, NorthAmerica, 52.7, 53, 39.7, -105, 3722
Didymictis protenus, NorthAmerica, 52.7, 53, 36.1, -107, 2323
Didymictis protenus, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Didymictis protenus, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Didymictis protenus, NorthAmerica, 53, 54.5, 41.5, -105, 2325
Didymictis protenus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Didymictis protenus, NorthAmerica, 53.5, 54.9, 43.8, -106.2, 2173
Didymictis protenus, NorthAmerica, 53.5, 54.9, 41.5, -109, 2347
Didymictis protenus, NorthAmerica, 53.5, 54.9, 42, -111, 2348
Didymictis protenus, NorthAmerica, 54, 54.9, 39.7, -105, 2327
Didymictis protenus, NorthAmerica, 54, 54.7, 39.7, -105, 2326
Didymictis protenus, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Didymictis protenus, NorthAmerica, 55, 55.8, 44.7, -107, 2643
Didymictis protenus, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Didymictis protenus, NorthAmerica, 55.4, 55.8, 44.7, -107, 3723
Didymictis protenus, NorthAmerica, 55.4, 55.8, 41.1, -104.8, 3258
Didymictis protenus, NorthAmerica, 55.8, 56.3, 41.1, -104.8, 3724
Didymictis vancleavae, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Ictidopappus mustelinus, NorthAmerica, 60.9, 61.3, 46.6, -112, 3721
Ictidopappus mustelinus, NorthAmerica, 61.7, 63.3, 45.8, -109.8, 3725
Ictidopappus mustelinus, NorthAmerica, 64.1, 64.8, 36.2, -108.2, 3726
Intyrictis vanvaleni, NorthAmerica, 59.9, 61.3, 41.1, -104.8, 3727
Intyrictis vanvaleni, NorthAmerica, 60.9, 61.3, 41.1, -104.8, 3728
Intyrictis vanvaleni, NorthAmerica, 60.9, 61.3, 36.2, -107.2, 3729
Pappictidops acies, Asia, 58.7, 66.043, 25.1, 114.3, 3730
Pappictidops obtusus, Asia, 58.7, 66.043, 25.1, 114.3, 3730
Pappictidops orientalis, Asia, 61.7, 66.043, 30.8, 116.6, 3731
Pappictidops orientalis, Asia, 61.7, 66.043, 30.6, 116.5, 3732
Pristinictis connata, NorthAmerica, 60.4, 60.4, 51.2, -114.4, 3733
Protictis agastor, NorthAmerica, 57.7, 58.8, 44.7, -107, 3286
Protictis aprophatos, NorthAmerica, 43.8, 46.3, 41.1, -104.8, 3734
Protictis dellensis, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Protictis dellensis, NorthAmerica, 56.3, 57.3, 44.7, -107, 3262
Protictis dellensis, NorthAmerica, 56.3, 57.3, 43.5, -111.2, 3735
Protictis dellensis, NorthAmerica, 57.3, 57.7, 54.5, -105.7, 3736
Protictis haydenianus, NorthAmerica, 56.3, 57.3, 41.7, -108.9, 3737
Protictis haydenianus, NorthAmerica, 57.3, 57.7, 46.6, -112, 3717
Protictis haydenianus, NorthAmerica, 60.9, 61.3, 44.7, -107, 3720
Protictis haydenianus, NorthAmerica, 60.9, 61.3, 41.1, -104.8, 3728
Protictis haydenianus, NorthAmerica, 60.9, 61.3, 46.6, -112, 3721
Protictis haydenianus, NorthAmerica, 60.9, 61.3, 36.2, -107.2, 3729
Protictis haydenianus, NorthAmerica, 60.9, 61.3, 36.1, -106.1, 3738
Protictis haydenianus, NorthAmerica, 61.3, 62.4, 36.4, -108.2, 3739
Protictis haydenianus, NorthAmerica, 61.3, 62.4, 36.7, -108.2, 3740
Protictis haydenianus, NorthAmerica, 62.4, 63.9, 40.3, -111.2, 3741
Protictis haydenianus, NorthAmerica, 62.4, 63.9, 36.2, -108.2, 3742
Protictis laytoni, NorthAmerica, 56.3, 57.3, 44.7, -107, 3262
Protictis laytoni, NorthAmerica, 57.3, 57.7, 54.5, -115, 3743
Protictis paralus, NorthAmerica, 57.3, 57.7, 46.8, -100.8, 3718
Protictis paralus, NorthAmerica, 57.7, 58.8, 54.5, -115, 3744
Protictis paralus, NorthAmerica, 57.7, 58.8, 44.7, -107, 3286
Protictis paralus, NorthAmerica, 57.7, 58.8, 46.8, -100.8, 3745
Protictis paralus, NorthAmerica, 59.9, 60.9, 54.5, -115, 3746
Protictis paralus, NorthAmerica, 59.9, 60.9, 38.6, -121.5, 3747
Protictis schaffi, NorthAmerica, 56.3, 57.3, 44.7, -107, 3262
Raphictis gausion, NorthAmerica, 57.3, 57.7, 54.5, -105.7, 3736
Raphictis gausion, NorthAmerica, 57.7, 58.8, 54.5, -115, 3744
Raphictis gausion, NorthAmerica, 57.7, 58.8, 44.7, -107, 3286
Raphictis gausion, NorthAmerica, 59.9, 60.9, 54.5, -115, 3746
Simpsonictis jaynanneae, NorthAmerica, 60.9, 61.3, 54.5, -115, 3748
Simpsonictis jaynanneae, NorthAmerica, 60.9, 61.3, 41.1, -104.8, 3728
Simpsonictis pegus, NorthAmerica, 59.9, 60.9, 54.5, -115, 3746
Simpsonictis pegus, NorthAmerica, 60.9, 61.3, 44.7, -107, 3720
Simpsonictis tenuis, NorthAmerica, 58.8, 59.9, 43, -108.6, 3749
Simpsonictis tenuis, NorthAmerica, 59.9, 60.9, 54.5, -115, 3746
Simpsonictis tenuis, NorthAmerica, 60.9, 61.3, 44.7, -107, 3720
Simpsonictis tenuis, NorthAmerica, 60.9, 61.3, 46.6, -112, 3721
Viverravus acutus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Viverravus acutus, NorthAmerica, 50, 52.7, 43.7, -107.7, 3750
Viverravus acutus, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Viverravus acutus, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Viverravus acutus, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Viverravus acutus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Viverravus acutus, NorthAmerica, 53.5, 54.9, 41.5, -109, 2347
Viverravus acutus, NorthAmerica, 54, 54.9, 39.7, -105, 2327
Viverravus acutus, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Viverravus acutus, NorthAmerica, 55, 55.8, 44.7, -107, 2643
Viverravus acutus, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Viverravus acutus, NorthAmerica, 55.4, 55.8, 41.7, -108.9, 3751
Viverravus acutus, NorthAmerica, 55.4, 55.8, 41.1, -104.8, 3258
Viverravus acutus, NorthAmerica, 55.8, 56, 44.7, -107, 3259
Viverravus bowni, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Viverravus bowni, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Viverravus bowni, NorthAmerica, 55, 55.8, 44.7, -107, 2643
Viverravus bowni, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Viverravus gracilis, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Viverravus gracilis, NorthAmerica, 46.9, 49, 43.8, -109.2, 2354
Viverravus gracilis, NorthAmerica, 46.9, 49, 42.5, -109.5, 2375
Viverravus gracilis, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Viverravus gracilis, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Viverravus gracilis, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Viverravus gracilis, NorthAmerica, 49, 49.9, 40.7, -111.9, 2276
Viverravus gracilis, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Viverravus gracilis, NorthAmerica, 49.9, 50, 43, -106.8, 2311
Viverravus gracilis, NorthAmerica, 50, 52.7, 44.5, -109.3, 2648
Viverravus gracilis, NorthAmerica, 50, 52.7, 43, -106.8, 2312
Viverravus gracilis, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Viverravus gracilis, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Viverravus gracilis, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Viverravus gracilis, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Viverravus gracilis, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Viverravus lutosus, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Viverravus lutosus, NorthAmerica, 49, 52.7, 41.1, -104.8, 2310
Viverravus lutosus, NorthAmerica, 49.9, 50, 43, -106.8, 2311
Viverravus lutosus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Viverravus lutosus, NorthAmerica, 50, 52.7, 42.8, -109.9, 2193
Viverravus lutosus, NorthAmerica, 50, 52.7, 43, -106.8, 2312
Viverravus lutosus, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Viverravus lutosus, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Viverravus lutosus, NorthAmerica, 52.7, 53.5, 39.7, -105, 2159
Viverravus lutosus, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Viverravus lutosus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Viverravus minutus, NorthAmerica, 43.8, 46.3, 39.7, -105, 2645
Viverravus minutus, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Viverravus minutus, NorthAmerica, 46.9, 49, 39.2, -119.8, 2362
Viverravus minutus, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Viverravus minutus, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Viverravus minutus, NorthAmerica, 49, 49.9, 40.7, -111.9, 2276
Viverravus minutus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Viverravus politus, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Viverravus politus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Viverravus politus, NorthAmerica, 54, 54.7, 39.7, -105, 2326
Viverravus politus, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Viverravus politus, NorthAmerica, 54.9, 55, 41.1, -104.8, 2119
Viverravus politus, NorthAmerica, 55, 55.8, 44.7, -107, 2643
Viverravus politus, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Viverravus politus, NorthAmerica, 55.4, 55.8, 41.1, -104.8, 3258
Viverravus politus, NorthAmerica, 55.8, 56, 44.7, -107, 3259
Viverravus sicarius, NorthAmerica, 46.3, 46.9, 41.1, -104.8, 2609
Viverravus sicarius, NorthAmerica, 46.9, 49, 41.1, -104.8, 2642
Viverravus sicarius, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Viverravus sicarius, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Viverravus sicarius, NorthAmerica, 49, 49.9, 40.7, -111.9, 2276
Viverravus sicarius, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Arctictis binturong, Asia, 0.01, 1.95, 3.8, 113.7, 1211
Arctogalidia trivirgata, Asia, 0, 0.01, -7.4, 110.3, 1204
Cynogale bennettii, Asia, 0.01, 1.95, 4.5, 101.3, 3752
Cynogale bennettii, Asia, 0.01, 1.95, 3.9, 102.5, 3753
Delete Delete, Europe, 11.2, 15.2, 47.7, 8.9, 3754
Euboictis aliverensis, Europe, 17, 18, 38.4, 24, 3755
Genetta tigrina, Africa, 0.01, 1.95, -26.1, 27.8, 1151
Hesperoviverra carpathorum, Europe, 3.4, 4.2, 48.2, 17.9, 37
Kanuites lewisae, Africa, 13.7, 13.8, -0.2, 35.4, 3756
Ketketictis solida, Africa, 15.97, 23.03, 30.4, 28.8, 2107
Ketketictis solida, Africa, 16.4, 20.5, 30.2, 28.9, 2108
Kichechia zamanae, Africa, 5.3, 23.8, 3.2, 35.8, 2125
Kichechia zamanae, Africa, 15.2, 17, 3.3, 35.7, 118
Kichechia zamanae, Africa, 15.97, 20.43, 0, 35.2, 3757
Kichechia zamanae, Africa, 15.97, 20.43, 3.2, 35.8, 3758
Kichechia zamanae, Africa, 15.97, 20.43, 0.5, 34, 393
Kichechia zamanae, Africa, 15.97, 20.43, 2.8, 34.2, 394
Kichechia zamanae, Africa, 16.4, 20.5, 1.3, 34.8, 395
Kichechia zamanae, Africa, 16.4, 20.5, 2, 34, 397
Kichechia zamanae, Africa, 17, 18, 0.8, 34.2, 518
Kichechia zamanae, Africa, 17, 18, 0.4, 34, 2132
Kichechia zamanae, Africa, 17, 18, 0.4, 34.1, 399
Kichechia zamanae, Africa, 17, 18, 0.4, 34.2, 119
Kichechia zamanae, Africa, 18, 20, 0.2, 35.3, 2371
Kichechia zamanae, Africa, 18, 19.6, 0.2, 35.3, 2259
Kichechia zamanae, Africa, 19.5, 19.5, 0, 35.3, 400
Lophocyon carpathicus, Europe, 11.2, 12.5, 48.7, 21.2, 3759
Lophocyon paraskevaidisi, Europe, 15.2, 17, 38.4, 26.1, 3760
Lophocyon paraskevaidisi, Europe, 15.2, 17, 38.3, 26.1, 3761
Mioprionodon hodopeus, Africa, 23.03, 28.4, 2.3, 35.9, 3762
Orangictis gariepensis, Africa, 15.2, 17, -28.5, 16.7, 116
Paguma larvata, Asia, 0, 0.7, 24.2, 109.4, 1074
Paguma larvata, Asia, 0, 0.7, 39.7, 115.9, 974
Paguma larvata, Asia, 0, 2.588, 31.6, 119.2, 1592
Paguma larvata, Asia, 0.01, 1.95, 14.1, 108.1, 1213
Paguma larvata, Asia, 0.012, 0.781, 22.8, 111.6, 1217
Paguma larvata, Asia, 0.012, 0.126, 33.1, 110.2, 1107
Paguma larvata, Asia, 0.126, 0.781, 24.7, 113.6, 1218
Paguma larvata, Asia, 0.6, 1.3, 24.3, 109.4, 1221
Paguma larvata, Asia, 0.6, 1.3, 16.4, 101.8, 2454
Paguma larvata, Asia, 0.6, 1.3, 20.2, 105.2, 1226
Paguma larvata, Asia, 1.2, 1.8, 24.7, 109.2, 1734
Paguma larvata, Asia, 1.2, 1.8, 21.8, 104.8, 1229
Paradoxurus hermaphroditus, Asia, 0, 0.7, 24.2, 109.4, 1074
Paradoxurus hermaphroditus, Asia, 0, 0.01, -7.4, 110.3, 1204
Paradoxurus hermaphroditus, Asia, 0.01, 1.95, -0.2, 101.4, 1209
Paradoxurus hermaphroditus, Asia, 0.01, 1.95, 14.1, 108.1, 1213
Paradoxurus hermaphroditus, Asia, 0.01, 1.95, 13.8, 107.9, 1214
Paradoxurus hermaphroditus, Asia, 0.126, 0.781, 22, 106.4, 1219
Paradoxurus hermaphroditus, Asia, 0.6, 1.3, 16.4, 101.8, 2454
Paradoxurus hermaphroditus, Asia, 0.6, 1.3, 22, 106.5, 1225
Paradoxurus hermaphroditus, Asia, 0.6, 1.3, 20.2, 105.2, 1226
Paradoxurus hermaphroditus, Asia, 1.2, 1.8, 21.8, 104.8, 1229
Pseudocivetta ingens, Africa, 1.15, 1.785, -3, 35.4, 1737
Pseudocivetta ingens, Africa, 1.785, 1.845, -3, 35.3, 1162
Sahelictis korei, Africa, 5.3, 7.1, 16.2, 16.3, 159
Semigenetta elegans, Europe, 13.65, 15.97, 47.5, 0.3, 303
Semigenetta elegans, Europe, 15.97, 16.9, 48.1, 1.9, 169
Semigenetta elegans, Europe, 17, 18, 48.1, 1.9, 173
Semigenetta elegans, Europe, 17, 18, 49, 11.2, 304
Semigenetta elegans, Europe, 18, 20, 50.5, 13.4, 182
Semigenetta elegans, Europe, 18, 20, 50.3, 13.7, 183
Semigenetta elegans, Europe, 18, 20, 47.4, 0.3, 21
Semigenetta elegans, Europe, 18, 20, 47.5, 0.3, 201
Semigenetta elegans, Europe, 18, 20, 47.5, 0.1, 204
Semigenetta elegans, Europe, 18, 20, 44.8, -0.6, 308
Semigenetta elegans, Europe, 18, 20, 44.7, -0.7, 3763
Semigenetta elegans, Europe, 18, 20, 48.9, 11.2, 30
Semigenetta elegans, Europe, 19, 20, 47.3, 0.8, 184
Semigenetta grandis, Europe, 9.5, 10.35, 48.7, 20.6, 51
Semigenetta grandis, Europe, 9.5, 12.5, 41.5, 2.1, 209
Semigenetta grandis, Europe, 9.7, 11.1, 48.4, 20.6, 52
Semigenetta huaiheensis, Asia, 11.608, 15.97, 17.7, 98.9, 3764
Semigenetta huaiheensis, Asia, 15.2, 17, 17.7, 98.9, 3765
Semigenetta huaiheensis, Asia, 17, 18, 33.3, 118.2, 2096
Semigenetta laugnacensis, Europe, 18, 20, 47.5, 0.1, 204
Semigenetta laugnacensis, Europe, 20, 22.8, 44.3, 0.6, 18
Semigenetta mutata, Europe, 7.246, 15.97, 43.5, 0.7, 125
Semigenetta mutata, Europe, 7.246, 11.608, 44.1, 21.4, 2790
Semigenetta mutata, Europe, 11.1, 12.75, 47.5, 7.9, 464
Semigenetta mutata, Europe, 11.608, 15.97, 43.5, 0.6, 5
Semigenetta mutata, Europe, 11.608, 12.7, 43.3, 21.2, 2111
Semigenetta praecurrens, Europe, 18, 20, 48.9, 11.2, 30
Semigenetta repelini, Europe, 13.65, 15.97, 43.9, 0.7, 469
Semigenetta repelini, Europe, 15.2, 18, 44.3, -0.2, 3766
Semigenetta repelini, Europe, 15.2, 17, 47.4, 1.4, 165
Semigenetta repelini, Europe, 15.97, 20.43, 39.4, -0.4, 232
Semigenetta repelini, Europe, 17, 18, 48, 1.9, 175
Semigenetta ripoli, Europe, 9, 9.5, 40.5, -1, 3637
Semigenetta ripoli, Europe, 9.491, 9.592, 41.5, 2.1, 46
Semigenetta sansaniensis, Europe, 11.2, 12.5, 45.6, 5.2, 4
Semigenetta sansaniensis, Europe, 11.2, 12.5, 41.5, 1.8, 529
Semigenetta sansaniensis, Europe, 11.2, 12.5, 47.5, 7.9, 466
Semigenetta sansaniensis, Europe, 12.5, 15.2, 43.9, 0.7, 467
Semigenetta sansaniensis, Europe, 12.5, 15.2, 43.9, -0.5, 7
Semigenetta sansaniensis, Europe, 12.5, 15.2, 47.5, 8.8, 3767
Semigenetta sansaniensis, Europe, 13.65, 15.97, 48.1, 10, 2844
Semigenetta sansaniensis, Europe, 15.2, 15.85, 48.6, 16.1, 3768
Semigenetta sansaniensis, Europe, 15.2, 17, 47.3, 0.8, 14
